DATE,X,Y,AREA
2024-03-15 10:37:28,2521.141592920354,907.2035398230089,14.2
2024-03-15 11:17:28,2527.7413793103447,910.9310344827586,14.6
2024-03-15 12:47:07,2536.84375,941.125,8.0
2024-03-15 13:27:07,2531.4123711340208,955.2061855670103,12.2
2024-03-15 14:07:07,2531.046875,960.1953125,16.1
2024-03-15 14:47:07,2524.491525423729,973.9774011299435,22.2
2024-03-15 15:27:07,2517.819512195122,972.0878048780488,25.7
2024-03-16 09:43:29,2530.5172413793102,997.2931034482758,21.9
2024-03-16 11:03:29,2533.1530612244896,1003.3265306122449,12.3
2024-03-16 11:43:29,2529.8493975903616,1006.5361445783133,20.8
2024-03-16 12:23:29,2527.608695652174,1012.8347826086956,14.4
2024-03-16 13:43:29,2525.2105263157896,1014.3533834586466,33.4
2024-03-16 14:23:29,2534.1563981042655,1015.1848341232228,26.5
2024-03-16 15:03:29,2525.0552763819096,1018.3316582914573,25.0
2024-03-16 15:43:29,2525.1279069767443,1022.296511627907,21.6
2024-03-16 16:23:29,2532.1,1028.5869565217392,28.9
2024-03-16 17:03:29,2532.164021164021,1028.7566137566137,23.7
2024-03-16 17:43:29,2530.229946524064,1030.2139037433155,23.5
2024-03-16 18:23:29,2526.8068535825546,1029.1308411214952,40.3
2024-03-17 09:20:12,2519.8198074277852,1047.9605685465383,273.9
2024-03-17 10:00:12,2517.367405582923,1046.0353037766831,305.9
2024-03-17 11:20:12,2527.641562064156,1061.4662947466295,270.1
2024-03-17 12:00:12,2521.0721649484535,1054.4536082474226,12.2
2024-03-17 12:40:12,2525.75283446712,1034.7755102040817,55.4
2024-03-17 13:20:12,2517.831304347826,1054.0660869565218,72.2
2024-03-17 14:00:12,2518.8964285714287,1026.7892857142858,35.2
2024-03-17 16:00:12,2507.8227848101264,1052.73417721519,9.9
2024-03-17 16:40:12,2500.921348314607,1054.1348314606741,11.2
2024-03-17 17:20:12,2528.4368932038833,1056.514563106796,12.9
2024-03-18 08:08:55,2534.730769230769,1052.1538461538462,13.1
2024-03-18 08:48:55,2529.934131736527,1065.0,21.0
2024-03-18 09:28:55,2533.908108108108,1066.1351351351352,23.2
2024-03-18 10:08:55,2533.1954887218044,1078.0037593984962,33.4
2024-03-18 10:48:55,2532.9311926605506,1070.788990825688,27.4
2024-03-18 11:28:55,2535.6235741444866,1074.536121673004,33.0
2024-03-18 12:08:55,2532.190031152648,1077.526479750779,40.3
2024-03-18 12:48:55,2520.7444089456867,1086.888178913738,39.3
