DATE,X,Y,AREA
2024-03-16 09:03:29,2769.498127340824,1654.4119850187267,33.5
2024-03-16 09:43:29,2770.631970260223,1655.5947955390334,33.8
2024-03-16 10:23:29,2768.4241071428573,1656.6607142857142,28.1
2024-03-16 11:03:29,2770.0,1657.9222972972973,37.2
2024-03-16 11:43:29,2788.4893267651887,1660.6535303776684,76.5
2024-03-16 12:23:29,2778.2931354359926,1662.1873840445269,67.7
2024-03-16 13:03:29,2785.092077087794,1661.6081370449679,58.6
2024-03-16 13:43:29,2783.6700167504187,1662.8274706867671,75.0
2024-03-16 14:23:29,2771.8277027027025,1666.7364864864865,37.2
2024-03-16 15:03:29,2774.060773480663,1671.0414364640883,45.5
2024-03-16 15:43:29,2771.618556701031,1671.3883161512028,36.5
2024-03-16 16:23:29,2774.793893129771,1675.9745547073792,49.4
2024-03-16 17:03:29,2771.346749226006,1674.6006191950464,40.6
2024-03-16 17:43:29,2768.0,1674.7862068965517,36.4
2024-03-16 18:23:29,2770.3438395415474,1685.5530085959886,43.8
2024-03-17 09:20:12,2767.813763233879,1705.8999037536094,261.0
2024-03-17 10:00:12,2771.5004397537377,1699.6943711521549,285.6
2024-03-17 10:40:12,2771.467661691542,1700.6716417910447,25.2
2024-03-17 11:20:12,2771.4125874125875,1710.101667563206,233.5
2024-03-17 12:00:12,2773.5829383886257,1703.175355450237,26.5
2024-03-17 12:40:12,2777.746031746032,1704.962962962963,23.7
2024-03-17 13:20:12,2772.287356321839,1704.9080459770114,21.9
2024-03-17 14:00:12,2765.737288135593,1707.7796610169491,29.6
2024-03-17 14:40:12,2764.589211618257,1708.4937759336099,30.3
2024-03-17 15:20:12,2768.549356223176,1709.9828326180257,29.3
2024-03-17 16:00:12,2753.4794007490636,1721.7153558052435,67.1
2024-03-17 16:40:12,2777.127450980392,1708.1323529411766,25.6
2024-03-17 17:20:12,2772.1649484536083,1706.118556701031,24.4
2024-03-17 18:00:12,2767.6020942408377,1704.9790575916231,24.0
2024-03-18 08:08:55,2784.9473684210525,1711.1214574898786,31.0
2024-03-18 08:48:55,2786.6079136690646,1713.1618705035971,34.9
2024-03-18 09:28:55,2783.76953125,1712.72265625,32.1
2024-03-18 10:08:55,2779.136752136752,1713.679487179487,29.4
2024-03-18 10:48:55,2777.6806282722514,1714.0732984293193,24.0
2024-03-18 11:28:55,2778.657894736842,1716.7631578947369,28.6
2024-03-18 12:08:55,2779.3745928338762,1720.0162866449512,38.6
2024-03-18 12:48:55,2778.075117370892,1718.6666666666667,26.7
