DATE,X,Y,AREA
2024-03-15 09:17:28,2525.624113475177,1170.8971631205675,35.4
2024-03-15 09:57:28,2528.9963235294117,1181.8823529411766,34.2
2024-03-15 10:37:28,2528.3611940298506,1185.1791044776119,42.1
2024-03-15 11:17:28,2532.1021126760565,1185.9788732394366,35.7
2024-03-15 11:57:28,2532.3115384615385,1193.3346153846153,32.7
2024-03-15 12:47:07,2541.2435064935066,1195.3766233766235,38.7
2024-03-15 13:27:07,2526.7903225806454,1202.0483870967741,38.9
2024-03-15 14:07:07,2529.4354243542434,1198.490774907749,34.0
2024-03-15 14:47:07,2520.6197916666665,1201.34375,24.1
2024-03-15 15:27:07,2517.407894736842,1203.1008771929824,28.6
2024-03-16 08:23:29,2545.6995073891626,1198.103448275862,25.5
2024-03-16 09:03:29,2543.734806629834,1203.6795580110497,22.7
2024-03-16 09:43:29,2545.7848605577688,1208.6095617529882,31.5
2024-03-16 10:23:29,2539.9185185185183,1208.1555555555556,17.0
2024-03-16 11:03:29,2542.0851063829787,1205.7978723404256,11.8
2024-03-16 11:43:29,2543.4014084507044,1210.1267605633802,17.8
2024-03-16 12:23:29,2541.348765432099,1218.851851851852,40.7
2024-03-16 13:03:29,2535.4241071428573,1204.6875,28.1
2024-03-16 13:43:29,2545.5714285714284,1224.5962732919254,20.2
2024-03-16 15:03:29,2537.1532258064517,1226.7016129032259,15.6
2024-03-16 15:43:29,2537.0366972477063,1230.7522935779816,13.7
2024-03-16 16:23:29,2545.729281767956,1236.2762430939226,22.7
2024-03-16 17:03:29,2546.068493150685,1235.2511415525114,27.5
2024-03-16 17:43:29,2545.1372549019607,1235.313725490196,19.2
2024-03-16 18:23:29,2551.056338028169,1237.1859154929577,44.6
2024-03-17 09:20:12,2525.641769398115,1232.4742567077592,173.2
2024-03-17 10:00:12,2528.2459727385376,1240.240086741016,405.4
2024-03-17 10:40:12,2544.8888888888887,1239.2424242424242,12.4
2024-03-17 11:20:12,2537.108118811881,1255.7560396039603,317.1
2024-03-17 12:40:12,2550.6721311475408,1256.9795081967213,30.6
2024-03-17 13:20:12,2557.6,1244.96,9.4
2024-03-17 14:40:12,2565.214285714286,1270.107142857143,10.5
2024-03-17 16:00:12,2543.3132530120483,1239.867469879518,10.4
2024-03-17 16:40:12,2541.7703703703705,1251.5703703703705,17.0
2024-03-17 17:20:12,2559.1717171717173,1250.4040404040404,12.4
2024-03-17 18:00:12,2554.0,1258.159090909091,16.6
2024-03-18 08:08:55,2563.326530612245,1255.8265306122448,12.3
2024-03-18 08:48:55,2566.483333333333,1256.2611111111112,22.6
2024-03-18 09:28:55,2556.561497326203,1259.5775401069518,23.5
2024-03-18 10:08:55,2562.1,1258.535294117647,21.3
2024-03-18 10:48:55,2559.122807017544,1259.8245614035088,21.5
2024-03-18 12:48:55,2555.8688524590166,1262.1256830601094,23.0
