DATE,X,Y,AREA
2024-03-16 14:23:29,2732.266666666667,1254.5666666666666,26.4
2024-03-17 09:20:12,2750.3388269510424,1248.517207949588,518.1
2024-03-17 10:00:12,2753.4756070394296,1245.6348852751169,563.7
2024-03-17 10:40:12,2757.627358490566,1239.2295597484276,79.9
2024-03-17 11:20:12,2762.5289769367237,1257.0224719101125,424.7
2024-03-17 12:00:12,2767.7125,1246.4847222222222,90.4
2024-03-17 13:20:12,2762.0149476831093,1248.2929745889387,84.0
2024-03-17 14:00:12,2773.1514360313317,1250.6892950391646,48.1
2024-03-17 16:40:12,2768.7402190923317,1249.1564945226917,80.2
2024-03-17 17:20:12,2776.5,1255.7273755656108,111.0
2024-03-17 18:00:12,2773.8913480885312,1255.417505030181,124.8
2024-03-18 08:08:55,2774.040801717967,1261.6671438797423,175.4
2024-03-18 08:48:55,2763.3290378006873,1261.5987972508592,146.2
2024-03-18 09:28:55,2759.7843336724313,1261.790437436419,123.4
2024-03-18 10:08:55,2767.934725848564,1267.7669712793734,192.4
2024-03-18 10:48:55,2754.22974472808,1265.607103218646,113.1
2024-03-18 11:28:55,2753.7141350210973,1267.428270042194,119.1
2024-03-18 12:08:55,2778.7432158768734,1281.944106925881,310.1
2024-03-18 12:48:55,2748.0418300653596,1270.5516339869282,96.1
