DATE,X,Y,AREA
2024-03-15 09:17:28,2760.9700748129676,1376.9551122194514,50.4
2024-03-15 09:57:28,2772.105504587156,1378.151376146789,27.4
2024-03-15 10:37:28,2768.735294117647,1388.9064171122996,47.0
2024-03-15 11:17:28,2776.2135231316724,1385.3843416370107,35.3
2024-03-15 11:57:28,2775.3246268656717,1393.6119402985075,33.7
2024-03-15 12:47:07,2781.228205128205,1390.3435897435897,49.0
2024-03-15 13:27:07,2779.4221635883905,1393.3456464379947,47.6
2024-03-15 14:07:07,2770.4444444444443,1398.75,27.1
2024-03-15 14:47:07,2772.4825870646764,1402.8507462686566,25.2
2024-03-15 15:27:07,2773.228346456693,1401.0866141732283,31.9
2024-03-16 08:23:29,2776.860465116279,1396.5116279069769,10.8
2024-03-16 09:03:29,2782.4942196531792,1416.028901734104,43.5
2024-03-16 09:43:29,2784.2083333333335,1416.8416666666667,45.2
2024-03-16 10:23:29,2786.7432432432433,1419.081081081081,37.2
2024-03-16 11:03:29,2787.2529644268775,1420.6284584980237,63.5
2024-03-16 11:43:29,2794.741835147745,1416.4245723172628,80.7
2024-03-16 12:23:29,2787.6688741721855,1415.091059602649,75.9
2024-03-16 13:03:29,2798.6066666666666,1413.9583333333333,75.3
2024-03-16 13:43:29,2794.348214285714,1411.0701530612246,98.5
2024-03-16 14:23:29,2792.4125,1412.6089285714286,70.3
2024-03-16 15:03:29,2783.69592476489,1408.0783699059562,80.1
2024-03-16 15:43:29,2790.8406072106263,1411.136622390892,66.2
2024-03-16 16:23:29,2792.4653846153847,1405.802564102564,98.0
2024-03-16 17:03:29,2797.552341597796,1401.3980716253443,91.2
2024-03-16 17:43:29,2789.3496503496503,1398.5268065268065,53.9
2024-03-16 18:23:29,2799.925925925926,1399.8829151732377,105.1
2024-03-17 09:20:12,2781.8600361663653,1403.6086799276673,347.2
2024-03-17 10:00:12,2783.0928523714097,1393.2738810955243,376.0
2024-03-17 10:40:12,2799.1193548387096,1405.6129032258063,77.9
2024-03-17 11:20:12,2791.3477312390924,1409.2111692844678,287.8
2024-03-17 12:00:12,2786.3137254901962,1408.0588235294117,51.2
2024-03-17 12:40:12,2794.463768115942,1410.7028985507247,17.3
2024-03-17 13:20:12,2791.764705882353,1361.7254901960785,6.4
