DATE,X,Y,AREA
2024-03-17 09:20:12,414.4238197424893,1023.2467811158798,117.0
2024-03-17 12:00:12,417.6333333333333,1016.625,15.1
2024-03-17 12:40:12,407.94827586206895,1027.7632183908047,109.3
2024-03-17 13:20:12,410.6127450980392,1017.9754901960785,25.6
2024-03-17 14:00:12,407.29931972789115,1018.9115646258504,18.5
2024-03-17 15:20:12,404.8614457831325,1019.5421686746988,20.8
2024-03-17 16:00:12,397.16883116883116,1024.7164502164503,58.0
2024-03-18 08:08:55,391.56410256410254,1049.423076923077,9.8
2024-03-18 08:48:55,390.5,1049.3666666666666,11.3
2024-03-18 09:28:55,393.2830188679245,1051.2358490566037,13.3
2024-03-18 10:48:55,390.05825242718447,1051.6893203883494,12.9
2024-03-18 12:08:55,386.96153846153845,1052.9935897435898,19.6
2024-03-18 12:48:55,387.020202020202,1056.2626262626263,12.4
