DATE,X,Y,AREA
2024-03-15 09:17:28,2480.3333333333335,208.64761904761906,13.2
2024-03-15 09:57:28,2484.8967741935485,218.2516129032258,19.5
2024-03-15 10:37:28,2485.1452991452993,223.9017094017094,29.4
2024-03-15 11:17:28,2472.181208053691,235.15436241610738,18.7
2024-03-15 12:47:07,2467.4456140350876,240.34736842105264,35.8
2024-03-15 13:27:07,2461.9662921348313,245.35205992509364,33.5
2024-03-15 14:07:07,2472.9624573378837,242.96245733788396,36.8
2024-03-15 14:47:07,2465.2611940298507,249.55223880597015,33.7
2024-03-15 15:27:07,2456.912213740458,247.54580152671755,32.9
2024-03-16 08:23:29,2473.8064516129034,269.9516129032258,7.8
2024-03-16 09:03:29,2475.1263157894737,275.6,11.9
2024-03-16 09:43:29,2475.121794871795,282.39102564102564,19.6
2024-03-16 10:23:29,2475.2916666666665,285.7083333333333,12.1
2024-03-16 11:03:29,2474.402985074627,287.2238805970149,8.4
2024-03-16 11:43:29,2474.6015625,293.1015625,32.1
2024-03-16 12:23:29,2473.2823529411767,290.20588235294116,42.7
2024-03-16 13:43:29,2474.957345971564,297.73933649289097,53.0
2024-03-16 14:23:29,2467.1417910447763,297.25373134328356,33.7
2024-03-16 15:03:29,2456.429003021148,302.773413897281,41.6
2024-03-16 15:43:29,2459.5925925925926,300.36507936507934,23.7
2024-03-16 16:23:29,2466.0234375,305.8958333333333,48.2
2024-03-16 17:03:29,2464.1077844311376,301.1497005988024,21.0
2024-03-16 17:43:29,2464.159420289855,301.0652173913044,17.3
2024-03-16 18:23:29,2461.4663382594417,307.495894909688,76.5
2024-03-17 09:20:12,2437.233418367347,317.3112244897959,295.4
2024-03-17 10:00:12,2435.8200371057515,309.6363636363636,338.4
2024-03-17 10:40:12,2448.776,309.328,15.7
2024-03-17 11:20:12,2451.844827586207,329.55004205214465,298.6
2024-03-17 12:00:12,2455.68085106383,322.79432624113474,35.4
2024-03-17 12:40:12,2458.8091286307053,319.00414937759336,30.3
2024-03-17 13:20:12,2466.547738693467,307.3718592964824,25.0
2024-03-17 14:00:12,2463.197604790419,305.50898203592817,21.0
2024-03-17 14:40:12,2459.75,310.10185185185185,13.6
2024-03-17 15:20:12,2463.313559322034,302.29661016949154,14.8
2024-03-17 16:00:12,2455.4789272030653,311.9750957854406,65.6
2024-03-17 16:40:12,2466.676470588235,310.3186274509804,25.6
2024-03-17 17:20:12,2481.9323308270677,307.43609022556393,33.4
2024-03-17 18:00:12,2477.608695652174,304.4402173913044,23.1
2024-03-18 08:08:55,2485.7324414715717,303.5652173913044,37.5
2024-03-18 08:48:55,2482.770202020202,312.5429292929293,49.7
2024-03-18 09:28:55,2477.3533333333335,324.02,37.7
2024-03-18 10:08:55,2473.7456790123456,325.679012345679,50.9
2024-03-18 10:48:55,2477.5520231213873,326.8959537572254,43.5
2024-03-18 11:28:55,2484.021558872305,333.5041459369818,75.7
2024-03-18 12:08:55,2485.1550855991945,333.4209466263847,124.7
2024-03-18 12:48:55,2482.9208103130754,332.1233885819521,68.2
