DATE,X,Y,AREA
2024-03-16 09:03:29,155.46774193548387,1398.3629032258063,15.6
2024-03-16 09:43:29,149.71653543307087,1399.8740157480315,15.9
2024-03-16 10:23:29,162.8483290488432,1395.6169665809769,48.9
2024-03-16 11:03:29,166.39661016949154,1394.742372881356,37.0
2024-03-16 11:43:29,160.72075471698113,1407.7396226415094,66.6
2024-03-16 12:23:29,163.4981884057971,1405.4710144927535,69.3
2024-03-16 13:03:29,157.2557003257329,1410.0830618892508,77.1
2024-03-16 13:43:29,174.63063063063063,1397.6846846846847,13.9
2024-03-16 14:23:29,164.40720221606648,1403.9307479224376,45.3
2024-03-16 15:43:29,166.46274509803922,1401.8078431372548,32.0
2024-03-16 16:23:29,156.22592592592594,1411.8407407407408,33.9
2024-03-16 17:03:29,165.1,1407.3545454545454,13.8
2024-03-16 17:43:29,156.420814479638,1412.7782805429865,27.8
2024-03-16 18:23:29,164.03846153846155,1405.923076923077,6.5
2024-03-17 10:40:12,161.96064814814815,1425.1203703703704,54.3
2024-03-17 12:00:12,155.4882882882883,1428.272072072072,69.7
2024-03-18 08:08:55,162.01923076923077,1440.4423076923076,13.1
2024-03-18 09:28:55,156.8693181818182,1433.5625,22.1
2024-03-18 10:08:55,156.82051282051282,1429.6495726495727,29.4
2024-03-18 10:48:55,155.89699570815452,1430.4291845493563,29.3
2024-03-18 11:28:55,157.64259927797835,1430.321299638989,34.8
2024-03-18 12:48:55,151.1873015873016,1429.9714285714285,39.6
