DATE,X,Y,AREA
2024-03-16 09:03:29,2228.0705128205127,296.90384615384613,58.8
2024-03-16 09:43:29,2241.7022471910113,311.2808988764045,67.1
2024-03-16 10:23:29,2253.777777777778,313.7037037037037,61.0
2024-03-16 11:03:29,2271.5014005602243,311.01120448179273,44.8
2024-03-16 11:43:29,2280.248097412481,315.8751902587519,82.5
2024-03-16 12:23:29,2281.137483787289,307.7003891050584,96.8
2024-03-16 13:03:29,2252.5991561181436,313.3755274261603,29.8
2024-03-16 13:43:29,2241.5837173579107,326.4546850998464,81.8
2024-03-16 14:23:29,2240.3950413223142,331.8446280991736,76.0
2024-03-16 15:03:29,2249.2787162162163,334.8530405405405,74.3
2024-03-16 15:43:29,2261.274061990212,329.0995106035889,77.0
2024-03-16 16:23:29,2267.686896551724,325.5462068965517,91.0
2024-03-16 17:03:29,2270.6593886462883,312.19068413391557,86.3
2024-03-16 17:43:29,2268.022687609075,309.24607329842934,72.0
2024-03-16 18:23:29,2267.041825095057,319.9239543726236,66.1
