DATE,X,Y,AREA
2024-03-16 13:03:29,2743.843023255814,349.80232558139534,21.6
2024-03-17 13:20:12,2729.469827586207,365.2801724137931,29.1
2024-03-17 14:00:12,2746.7294117647057,341.94117647058823,10.7
2024-03-17 14:40:12,2733.247572815534,299.52912621359224,25.9
2024-03-17 16:00:12,2713.9871166757393,298.6837234621666,692.1
2024-03-17 18:00:12,2723.5733442802407,301.6937602627258,458.9
2024-03-18 08:48:55,2714.415369327592,291.5536601523683,758.3
2024-03-18 09:28:55,2719.0650582362728,303.38569051580697,754.7
2024-03-18 10:08:55,2712.272811630065,304.5674296319208,812.0
2024-03-18 10:48:55,2719.109787928222,307.38923327895594,769.8
2024-03-18 11:28:55,2712.2421718340274,308.9046737621471,814.1
2024-03-18 12:08:55,2710.2057532910776,309.824963432472,772.7
2024-03-18 12:48:55,2711.658560470051,308.50122409009305,769.4
